Borough,Cross Street Name,Date,Location,Off Street Name,On Cross Off,On Street Name,Time,Unique Key,Vehicle 1 Factor,Vehicle 1 Type,Vehicle 2 Factor,Vehicle 2 Type,Vehicle 3 Factor,Vehicle 3 Type,Vehicle 4 Factor,Vehicle 4 Type,Vehicle 5 Factor,Vehicle 5 Type,Zip Code,Cyclists Injured,Cyclists Killed,Latitude,Longitude,Motorists Injured,Motorists Killed,Number of Records,Pedestrians Injured,Pedestrians Killed,Persons Injured,Persons Killed
BROOKLYN,65 STREET,08/11/2016 00:00:00,"(40.6339615, -74.0147538)",,7 AVENUE65 STREET,7 AVENUE,30/12/1899 10:11:00,3556405,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11220,0,0,40.6339615,-74.0147538,0,0,1,0,0,0,0
BROOKLYN,EMPIRE BOULEVARD,10/03/2016 00:00:00,"(40.6631828, -73.9624487)",,FLATBUSH AVENUEEMPIRE BOULEVARD,FLATBUSH AVENUE,30/12/1899 20:36:00,3403651,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11225,0,0,40.6631828,-73.9624487,0,0,1,0,0,0,0
BROOKLYN,FOSTER AVENUE,25/01/2016 00:00:00,"(40.6299872, -73.9715677)",,OCEAN PARKWAYFOSTER AVENUE,OCEAN PARKWAY,30/12/1899 01:07:00,3376713,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.6299872,-73.9715677,0,0,1,0,0,0,0
BROOKLYN,18 AVENUE,11/02/2016 00:00:00,"(40.633111, -73.9721609)",,OCEAN PARKWAY18 AVENUE,OCEAN PARKWAY,30/12/1899 17:40:00,3387349,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.633111,-73.9721609,0,0,1,0,0,0,0
BROOKLYN,FOSTER AVENUE,19/02/2016 00:00:00,"(40.6299872, -73.9715677)",,OCEAN PARKWAYFOSTER AVENUE,OCEAN PARKWAY,30/12/1899 12:21:00,3392350,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.6299872,-73.9715677,0,0,1,0,0,0,0
BROOKLYN,AVENUE I,04/03/2016 00:00:00,"(40.6265698, -73.9709207)",,OCEAN PARKWAYAVENUE I,OCEAN PARKWAY,30/12/1899 10:05:00,3399973,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.6265698,-73.9709207,0,0,1,0,0,0,0
BROOKLYN,18 AVENUE,01/10/2016 00:00:00,"(40.633111, -73.9721609)",,OCEAN PARKWAY18 AVENUE,OCEAN PARKWAY,30/12/1899 11:10:00,3553216,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.633111,-73.9721609,0,0,1,0,0,0,0
BROOKLYN,FOSTER AVENUE,10/10/2016 00:00:00,"(40.6299872, -73.9715677)",,OCEAN PARKWAYFOSTER AVENUE,OCEAN PARKWAY,30/12/1899 17:10:00,3538744,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.6299872,-73.9715677,0,0,1,0,0,0,0
BROOKLYN,AVENUE I,27/10/2016 00:00:00,"(40.6259754, -73.9762346)",,MC DONALD AVENUEAVENUE I,MC DONALD AVENUE,30/12/1899 09:10:00,3549437,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.6259754,-73.9762346,0,0,1,0,0,0,0
BROOKLYN,18 AVENUE,10/11/2016 00:00:00,"(40.633111, -73.9721609)",,OCEAN PARKWAY18 AVENUE,OCEAN PARKWAY,30/12/1899 13:11:00,3558165,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11230,0,0,40.633111,-73.9721609,0,0,1,0,0,0,0
BROOKLYN,HOWARD AVENUE,06/01/2016 00:00:00,"(40.6694768, -73.9199662)",,EASTERN PARKWAYHOWARD AVENUE,EASTERN PARKWAY,30/12/1899 10:50:00,3366090,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11233,0,0,40.6694768,-73.9199662,0,0,1,0,0,0,0
BROOKLYN,HOWARD AVENUE,03/02/2016 00:00:00,"(40.6694768, -73.9199662)",,EASTERN PARKWAYHOWARD AVENUE,EASTERN PARKWAY,30/12/1899 09:45:00,3382939,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11233,0,0,40.6694768,-73.9199662,0,0,1,0,0,0,0
BROOKLYN,HOWARD AVENUE,07/02/2016 00:00:00,"(40.6694768, -73.9199662)",,EASTERN PARKWAYHOWARD AVENUE,EASTERN PARKWAY,30/12/1899 18:20:00,3385739,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11233,0,0,40.6694768,-73.9199662,0,0,1,0,0,0,0
BROOKLYN,HOWARD AVENUE,28/10/2016 00:00:00,"(40.6694768, -73.9199662)",,EASTERN PARKWAYHOWARD AVENUE,EASTERN PARKWAY,30/12/1899 03:10:00,3549083,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11233,0,0,40.6694768,-73.9199662,0,0,1,0,0,0,0
BROOKLYN,AVENUE U,29/10/2016 00:00:00,"(40.6098096, -73.9224976)",,FLATBUSH AVENUEAVENUE U,FLATBUSH AVENUE,30/12/1899 15:10:00,3551278,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11234,0,0,40.6098096,-73.9224976,0,0,1,0,0,0,0
BROOKLYN,ERSKINE STREET,28/01/2016 00:00:00,"(40.6528929, -73.8667311)",,GATEWAY DRIVEERSKINE STREET,GATEWAY DRIVE,30/12/1899 16:40:00,3379613,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11239,0,0,40.6528929,-73.8667311,0,0,1,0,0,0,0
BROOKLYN,ERSKINE STREET,07/02/2016 00:00:00,"(40.6528929, -73.8667311)",,GATEWAY DRIVEERSKINE STREET,GATEWAY DRIVE,30/12/1899 13:09:00,3385747,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11239,0,0,40.6528929,-73.8667311,0,0,1,0,0,0,0
BROOKLYN,ERSKINE STREET,17/02/2016 00:00:00,"(40.6528929, -73.8667311)",,GATEWAY DRIVEERSKINE STREET,GATEWAY DRIVE,30/12/1899 16:00:00,3390205,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,SPORT UTILITY/STATION WAGON,,,,,,,11239,0,0,40.6528929,-73.8667311,0,0,1,0,0,0,0
BROOKLYN,SCHENECTADY AVENUE,19/02/2016 00:00:00,"(40.6689504, -73.9338885)",,EASTERN PARKWAYSCHENECTADY AVENUE,EASTERN PARKWAY,30/12/1899 16:40:00,3391859,OTHER VEHICULAR,PASSENGER VEHICLE,OTHER VEHICULAR,TAXI,,,,,,,11213,0,0,40.6689504,-73.9338885,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,03/12/2016 00:00:00,"(40.6757357, -73.8968533)",,ATLANTIC AVENUEPENNSYLVANIA AVENUE,ATLANTIC AVENUE,30/12/1899 22:12:00,3572431,DRIVER INATTENTION/DISTRACTION,PASSENGER VEHICLE,UNSPECIFIED,TAXI,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,AVENUE P,08/12/2016 00:00:00,"(40.6094167, -73.9676868)",,OCEAN PARKWAYAVENUE P,OCEAN PARKWAY,30/12/1899 13:12:00,3576485,DRIVER INATTENTION/DISTRACTION,PASSENGER VEHICLE,UNSPECIFIED,TAXI,,,,,,,11230,0,0,40.6094167,-73.9676868,0,0,1,0,0,0,0
BROOKLYN,FORT GREENE PLACE,31/12/2016 00:00:00,"(40.6835142, -73.9759509)",,ATLANTIC AVENUEFORT GREENE PLACE,ATLANTIC AVENUE,30/12/1899 06:50:00,3590463,FAILURE TO YIELD RIGHT-OF-WAY,PASSENGER VEHICLE,UNSPECIFIED,TAXI,,,,,,,11217,0,0,40.6835142,-73.9759509,0,0,1,0,0,0,0
BROOKLYN,ADAMS STREET,29/11/2016 00:00:00,"(40.696197, -73.9887629)",,TILLARY STREETADAMS STREET,TILLARY STREET,30/12/1899 19:11:00,3569977,FOLLOWING TOO CLOSELY,PASSENGER VEHICLE,UNSPECIFIED,TAXI,,,,,,,11201,0,0,40.696197,-73.9887629,0,0,1,0,0,0,0
BROOKLYN,DE KALB AVENUE,17/10/2016 00:00:00,"(40.6899325, -73.9814728)",,FLATBUSH AVENUE EXTENSIONDE KALB AVENUE,FLATBUSH AVENUE EXTENSION,30/12/1899 08:10:00,3541803,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,TAXI,,,,,,,11201,0,0,40.6899325,-73.9814728,0,0,1,0,0,0,0
BROOKLYN,ERSKINE STREET,13/02/2016 00:00:00,"(40.6528929, -73.8667311)",,GATEWAY DRIVEERSKINE STREET,GATEWAY DRIVE,30/12/1899 19:30:00,3389007,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,TAXI,,,,,,,11239,0,0,40.6528929,-73.8667311,0,0,1,0,0,0,0
BROOKLYN,FLATBUSH AVENUE,10/02/2016 00:00:00,"(40.6840525, -73.9774579)",,ATLANTIC AVENUEFLATBUSH AVENUE,ATLANTIC AVENUE,30/12/1899 17:30:00,3389613,CELL PHONE (HANDS-FREE),PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11217,0,0,40.6840525,-73.9774579,0,0,1,0,0,0,0
BROOKLYN,ATLANTIC AVENUE,03/02/2016 00:00:00,"(40.6757357, -73.8968533)",,PENNSYLVANIA AVENUEATLANTIC AVENUE,PENNSYLVANIA AVENUE,30/12/1899 17:00:00,3383578,DRIVER INATTENTION/DISTRACTION,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,DITMAS AVENUE,12/02/2016 00:00:00,"(40.6361331, -73.9727361)",,OCEAN PARKWAYDITMAS AVENUE,OCEAN PARKWAY,30/12/1899 22:20:00,3388954,DRIVER INATTENTION/DISTRACTION,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11218,0,0,40.6361331,-73.9727361,0,0,1,0,0,0,0
BROOKLYN,TILLARY STREET,07/03/2016 00:00:00,"(40.696197, -73.9887629)",,ADAMS STREETTILLARY STREET,ADAMS STREET,30/12/1899 16:05:00,3401157,FAILURE TO YIELD RIGHT-OF-WAY,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11201,0,0,40.696197,-73.9887629,0,0,1,0,0,0,0
BROOKLYN,ERSKINE STREET,14/02/2016 00:00:00,"(40.6528929, -73.8667311)",,GATEWAY DRIVEERSKINE STREET,GATEWAY DRIVE,30/12/1899 14:30:00,3389569,FATIGUED/DROWSY,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11239,0,0,40.6528929,-73.8667311,0,0,1,0,0,0,0
BROOKLYN,GOLD STREET,21/01/2016 00:00:00,"(40.6959932, -73.983213)",,TILLARY STREETGOLD STREET,TILLARY STREET,30/12/1899 00:50:00,3374868,LOST CONSCIOUSNESS,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11201,0,0,40.6959932,-73.983213,0,0,1,0,0,0,0
BROOKLYN,GOLD STREET,12/03/2016 00:00:00,"(40.6959932, -73.983213)",,TILLARY STREETGOLD STREET,TILLARY STREET,30/12/1899 19:15:00,3404312,LOST CONSCIOUSNESS,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11201,0,0,40.6959932,-73.983213,0,0,1,0,0,0,0
BROOKLYN,ROCKAWAY AVENUE,10/03/2016 00:00:00,"(40.6547385, -73.9069229)",,LINDEN BOULEVARDROCKAWAY AVENUE,LINDEN BOULEVARD,30/12/1899 22:30:00,3403607,OTHER VEHICULAR,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11212,0,0,40.6547385,-73.9069229,0,0,1,0,0,0,0
BROOKLYN,SMITH STREET,02/02/2016 00:00:00,"(40.688616, -73.9891681)",,ATLANTIC AVENUESMITH STREET,ATLANTIC AVENUE,30/12/1899 15:20:00,3382305,TURNING IMPROPERLY,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11201,0,0,40.688616,-73.9891681,0,0,1,0,0,0,0
BROOKLYN,CLINTON STREET,03/03/2016 00:00:00,"(40.6902385, -73.9943603)",,ATLANTIC AVENUECLINTON STREET,ATLANTIC AVENUE,30/12/1899 00:51:00,3398898,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11201,0,0,40.6902385,-73.9943603,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,03/01/2016 00:00:00,"(40.6757357, -73.8968533)",,ATLANTIC AVENUEPENNSYLVANIA AVENUE,ATLANTIC AVENUE,30/12/1899 16:41:00,3364819,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,18/01/2016 00:00:00,"(40.6757357, -73.8968533)",,ATLANTIC AVENUEPENNSYLVANIA AVENUE,ATLANTIC AVENUE,30/12/1899 14:10:00,3373465,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,18/01/2016 00:00:00,"(40.6757357, -73.8968533)",,ATLANTIC AVENUEPENNSYLVANIA AVENUE,ATLANTIC AVENUE,30/12/1899 16:10:00,3373466,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,ATLANTIC AVENUE,27/01/2016 00:00:00,"(40.6757357, -73.8968533)",,PENNSYLVANIA AVENUEATLANTIC AVENUE,PENNSYLVANIA AVENUE,30/12/1899 19:47:00,3379114,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,ATLANTIC AVENUE,09/02/2016 00:00:00,"(40.6757357, -73.8968533)",,PENNSYLVANIA AVENUEATLANTIC AVENUE,PENNSYLVANIA AVENUE,30/12/1899 11:05:00,3386309,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,AVENUE H,08/01/2016 00:00:00,"(40.6317075, -73.946481)",,FLATBUSH AVENUEAVENUE H,FLATBUSH AVENUE,30/12/1899 10:35:00,3367678,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11210,0,0,40.6317075,-73.946481,0,0,1,0,0,0,0
BROOKLYN,DITMAS AVENUE,09/02/2016 00:00:00,"(40.6361331, -73.9727361)",,OCEAN PARKWAYDITMAS AVENUE,OCEAN PARKWAY,30/12/1899 22:35:00,3386250,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11218,0,0,40.6361331,-73.9727361,0,0,1,0,0,0,0
BROOKLYN,AVENUE J,07/02/2016 00:00:00,"(40.6241708, -73.9704715)",,OCEAN PARKWAYAVENUE J,OCEAN PARKWAY,30/12/1899 15:20:00,3385679,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11230,0,0,40.6241708,-73.9704715,0,0,1,0,0,0,0
BROOKLYN,AVENUE J,06/03/2016 00:00:00,"(40.6241708, -73.9704715)",,OCEAN PARKWAYAVENUE J,OCEAN PARKWAY,30/12/1899 11:40:00,3400572,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11230,0,0,40.6241708,-73.9704715,0,0,1,0,0,0,0
BROOKLYN,ROCKAWAY AVENUE,10/01/2016 00:00:00,"(40.6763431, -73.910927)",,ATLANTIC AVENUEROCKAWAY AVENUE,ATLANTIC AVENUE,30/12/1899 16:32:00,3368758,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11233,0,0,40.6763431,-73.910927,0,0,1,0,0,0,0
BROOKLYN,ROCKAWAY AVENUE,15/01/2016 00:00:00,"(40.6763431, -73.910927)",,ATLANTIC AVENUEROCKAWAY AVENUE,ATLANTIC AVENUE,30/12/1899 21:10:00,3371871,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11233,0,0,40.6763431,-73.910927,0,0,1,0,0,0,0
BROOKLYN,ROCKAWAY AVENUE,25/01/2016 00:00:00,"(40.6763431, -73.910927)",,ATLANTIC AVENUEROCKAWAY AVENUE,ATLANTIC AVENUE,30/12/1899 17:50:00,3377597,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11233,0,0,40.6763431,-73.910927,0,0,1,0,0,0,0
BROOKLYN,AVENUE U,09/02/2016 00:00:00,"(40.6098096, -73.9224976)",,FLATBUSH AVENUEAVENUE U,FLATBUSH AVENUE,30/12/1899 08:10:00,3386227,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11234,0,0,40.6098096,-73.9224976,0,0,1,0,0,0,0
BROOKLYN,ERSKINE STREET,25/01/2016 00:00:00,"(40.6528929, -73.8667311)",,GATEWAY DRIVEERSKINE STREET,GATEWAY DRIVE,30/12/1899 16:30:00,3377607,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11239,0,0,40.6528929,-73.8667311,0,0,1,0,0,0,0
BROOKLYN,ERSKINE STREET,16/02/2016 00:00:00,"(40.6528929, -73.8667311)",,GATEWAY DRIVEERSKINE STREET,GATEWAY DRIVE,30/12/1899 00:36:00,3389570,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,UNKNOWN,,,,,,,11239,0,0,40.6528929,-73.8667311,0,0,1,0,0,0,0
BROOKLYN,FLATBUSH AVENUE,30/03/2016 00:00:00,"(40.6840525, -73.9774579)",,ATLANTIC AVENUEFLATBUSH AVENUE,ATLANTIC AVENUE,30/12/1899 19:25:00,3419786,,PASSENGER VEHICLE,,VAN,,,,,,,11217,0,0,40.6840525,-73.9774579,0,0,1,0,0,0,0
BROOKLYN,ADAMS STREET,15/03/2016 00:00:00,"(40.696197, -73.9887629)",,TILLARY STREETADAMS STREET,TILLARY STREET,30/12/1899 10:50:00,3420663,FATIGUED/DROWSY,PASSENGER VEHICLE,FATIGUED/DROWSY,VAN,,,,,,,11201,0,0,40.696197,-73.9887629,0,0,1,0,0,0,0
BROOKLYN,UTICA AVENUE,04/03/2016 00:00:00,"(40.6774132, -73.9303181)",,ATLANTIC AVENUEUTICA AVENUE,ATLANTIC AVENUE,30/12/1899 16:35:00,3400072,BACKING UNSAFELY,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11213,0,0,40.6774132,-73.9303181,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,29/01/2016 00:00:00,"(40.6757357, -73.8968533)",,ATLANTIC AVENUEPENNSYLVANIA AVENUE,ATLANTIC AVENUE,30/12/1899 14:00:00,3380227,FAILURE TO YIELD RIGHT-OF-WAY,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
BROOKLYN,DE KALB AVENUE,22/06/2016 00:00:00,"(40.6899325, -73.9814728)",,FLATBUSH AVENUE EXTENSIONDE KALB AVENUE,FLATBUSH AVENUE EXTENSION,30/12/1899 10:00:00,3466058,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11201,0,0,40.6899325,-73.9814728,0,0,1,0,0,0,0
BROOKLYN,PITKIN AVENUE,04/01/2016 00:00:00,"(40.6718921, -73.8958679)",,PENNSYLVANIA AVENUEPITKIN AVENUE,PENNSYLVANIA AVENUE,30/12/1899 11:45:00,3365413,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11207,0,0,40.6718921,-73.8958679,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,13/06/2016 00:00:00,"(40.6585778, -73.8906229)",,LINDEN BOULEVARDPENNSYLVANIA AVENUE,LINDEN BOULEVARD,30/12/1899 00:00:00,3461401,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11207,0,0,40.6585778,-73.8906229,0,0,1,0,0,0,0
BROOKLYN,FORT GREENE PLACE,01/02/2016 00:00:00,"(40.6835142, -73.9759509)",,ATLANTIC AVENUEFORT GREENE PLACE,ATLANTIC AVENUE,30/12/1899 16:55:00,3382270,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11217,0,0,40.6835142,-73.9759509,0,0,1,0,0,0,0
BROOKLYN,4 AVENUE,04/05/2016 00:00:00,"(40.6848568, -73.9780417)",,FLATBUSH AVENUE4 AVENUE,FLATBUSH AVENUE,30/12/1899 22:00:00,3438724,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11217,0,0,40.6848568,-73.9780417,0,0,1,0,0,0,0
BROOKLYN,4 AVENUE,05/07/2016 00:00:00,"(40.6848568, -73.9780417)",,FLATBUSH AVENUE4 AVENUE,FLATBUSH AVENUE,30/12/1899 13:30:00,3476375,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11217,0,0,40.6848568,-73.9780417,0,0,1,0,0,0,0
BROOKLYN,7 AVENUE,06/05/2016 00:00:00,"(40.6339615, -74.0147538)",,65 STREET7 AVENUE,65 STREET,30/12/1899 19:50:00,3436259,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11220,0,0,40.6339615,-74.0147538,0,0,1,0,0,0,0
BROOKLYN,7 AVENUE,03/06/2016 00:00:00,"(40.6339615, -74.0147538)",,65 STREET7 AVENUE,65 STREET,30/12/1899 17:50:00,3455021,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11220,0,0,40.6339615,-74.0147538,0,0,1,0,0,0,0
BROOKLYN,AVENUE P,09/02/2016 00:00:00,"(40.6099861, -73.9623778)",,CONEY ISLAND AVENUEAVENUE P,CONEY ISLAND AVENUE,30/12/1899 17:41:00,3386763,UNSPECIFIED,PASSENGER VEHICLE,UNSPECIFIED,VAN,,,,,,,11223,0,0,40.6099861,-73.9623778,0,0,1,0,0,0,0
BROOKLYN,FLATBUSH AVENUE EXTENSION,29/01/2016 00:00:00,"(40.6960346, -73.9845292)",,TILLARY STREETFLATBUSH AVENUE EXTENSION,TILLARY STREET,30/12/1899 22:58:00,3380285,FAILURE TO YIELD RIGHT-OF-WAY,PICK-UP TRUCK,UNSPECIFIED,,,,,,,,11201,0,0,40.6960346,-73.9845292,0,0,1,0,0,0,0
BROOKLYN,STONE AVENUE,30/09/2016 00:00:00,"(40.6553118, -73.9031775)",,LINDEN BOULEVARDSTONE AVENUE,LINDEN BOULEVARD,30/12/1899 19:09:00,3534756,UNSAFE SPEED,PICK-UP TRUCK,UNSPECIFIED,,,,,,,,11212,0,0,40.6553118,-73.9031775,0,0,1,0,0,0,0
BROOKLYN,SCHENECTADY AVENUE,12/04/2016 00:00:00,"(40.6775631, -73.9330796)",,ATLANTIC AVENUESCHENECTADY AVENUE,ATLANTIC AVENUE,30/12/1899 10:00:00,3420345,UNSPECIFIED,PICK-UP TRUCK,UNSPECIFIED,,,,,,,,11213,0,0,40.6775631,-73.9330796,0,0,1,0,0,0,0
BROOKLYN,65 STREET,09/01/2016 00:00:00,"(40.6339615, -74.0147538)",,7 AVENUE65 STREET,7 AVENUE,30/12/1899 08:20:00,3367666,FAILURE TO YIELD RIGHT-OF-WAY,PICK-UP TRUCK,FAILURE TO YIELD RIGHT-OF-WAY,PASSENGER VEHICLE,,,,,,,11220,0,0,40.6339615,-74.0147538,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,02/11/2016 00:00:00,"(40.6585778, -73.8906229)",,LINDEN BOULEVARDPENNSYLVANIA AVENUE,LINDEN BOULEVARD,30/12/1899 16:11:00,3552924,DRIVER INATTENTION/DISTRACTION,PICK-UP TRUCK,UNSPECIFIED,PASSENGER VEHICLE,,,,,,,11207,0,0,40.6585778,-73.8906229,0,0,1,0,0,0,0
BROOKLYN,LINDEN BOULEVARD,09/02/2016 00:00:00,"(40.6585778, -73.8906229)",,PENNSYLVANIA AVENUELINDEN BOULEVARD,PENNSYLVANIA AVENUE,30/12/1899 08:04:00,3386310,UNSPECIFIED,PICK-UP TRUCK,UNSPECIFIED,PASSENGER VEHICLE,,,,,,,11207,0,0,40.6585778,-73.8906229,0,0,1,0,0,0,0
BROOKLYN,EASTERN PARKWAY,18/04/2016 00:00:00,"(40.6761899, -73.9080899)",,ATLANTIC AVENUEEASTERN PARKWAY,ATLANTIC AVENUE,30/12/1899 14:15:00,3418498,UNSPECIFIED,PICK-UP TRUCK,UNSPECIFIED,PASSENGER VEHICLE,,,,,,,11233,0,0,40.6761899,-73.9080899,0,0,1,0,0,0,0
BROOKLYN,EASTERN PARKWAY,26/10/2016 00:00:00,"(40.6761899, -73.9080899)",,ATLANTIC AVENUEEASTERN PARKWAY,ATLANTIC AVENUE,30/12/1899 08:10:00,3552978,UNSPECIFIED,PICK-UP TRUCK,UNSPECIFIED,PASSENGER VEHICLE,,,,,,,11233,0,0,40.6761899,-73.9080899,0,0,1,0,0,0,0
BROOKLYN,EASTERN PARKWAY,18/11/2016 00:00:00,"(40.6761899, -73.9080899)",,ATLANTIC AVENUEEASTERN PARKWAY,ATLANTIC AVENUE,30/12/1899 21:11:00,3567334,UNSPECIFIED,PICK-UP TRUCK,UNSPECIFIED,PASSENGER VEHICLE,,,,,,,11233,0,0,40.6761899,-73.9080899,0,0,1,0,0,0,0
BROOKLYN,SHORE PARKWAY,27/01/2016 00:00:00,"(40.5965113, -73.9078755)",,FLATBUSH AVENUESHORE PARKWAY,FLATBUSH AVENUE,30/12/1899 07:20:00,3380760,UNSPECIFIED,PICK-UP TRUCK,UNSPECIFIED,PASSENGER VEHICLE,,,,,,,11234,0,0,40.5965113,-73.9078755,0,0,1,0,0,0,0
BROOKLYN,PENNSYLVANIA AVENUE,31/01/2016 00:00:00,"(40.6757357, -73.8968533)",,ATLANTIC AVENUEPENNSYLVANIA AVENUE,ATLANTIC AVENUE,30/12/1899 20:05:00,3381486,OUTSIDE CAR DISTRACTION,PICK-UP TRUCK,FATIGUED/DROWSY,SPORT UTILITY/STATION WAGON,,,,,,,11207,0,0,40.6757357,-73.8968533,0,0,1,0,0,0,0
